year	exporter	importer	product	value	quantity
2012	AFG	DEU	854810	0.742	96.38
2012	AFG	POL	850720	3.495	1.008
2012	AFG	IND	780200	41.544	22.0
2012	ALB	AUT	780191	169.031	78.375
2012	ALB	AUT	780199	170.344	78.375
2012	ALB	BIH	854810	1.392	19.02
2012	ALB	CAN	850720	0.024	0.005
2012	ALB	CZE	780191	171.354	72.645
2012	ALB	DEU	854810	0.248	0.285
2012	ALB	GRC	780110	47.956	24.067
2012	ALB	GRC	780199	47.615	24.067
2012	ALB	GRC	854810	6.928	50.21
2012	ALB	ITA	780110	271.752	116.289
2012	ALB	ITA	780191	3946.787	1803.725
2012	ALB	ITA	780199	163.525	133.432
2012	ALB	ITA	780200	83.55	41.708
2012	ALB	ITA	850710	233.424	52.419
2012	ALB	ITA	850720	63.051	20.845
2012	ALB	NLD	850720	1.179	0.01
2012	ALB	KNA	850710	11.215	2.086
2012	ALB	SEN	850710	0.039	0.035
2012	ALB	SRB	780110	212.977	82.287
2012	ALB	SRB	780199	160.943	73.145
2012	ALB	SRB	850710	2.755	0.09
2012	ALB	MKD	854810	292.244	329.221
2012	DZA	KOR	850720	0.27	0.005
2012	DZA	IND	780200	320.242	195.0
2012	DZA	ESP	260700	560.958	473.04
2012	DZA	USA	850710	5.074	1.025
2012	ASM	SGP	850720	0.189	0.045
2012	AND	SLV	850710	1.937	0.033
2012	AND	FRA	850720	0.751	0.107
2012	AND	GMB	850710	0.172	4.107
2012	AND	MLI	850710	2.711	0.179
2012	AND	NPL	850720	0.042	0.01
2012	AND	ESP	780200	0.12	0.47
2012	AND	ESP	854810	192.622	229.54
2012	AGO	KOR	780191	49.434	25.001
2012	AGO	PAK	854810	21.698	25.015
2012	AGO	PRT	850710	0.714	0.09
2012	AGO	IND	780199	1008.054	530.0
2012	AGO	ZAF	850720	8.998	2.147
2012	AGO	ARE	780199	734.151	404.67
2012	ATG	BHS	850710	76.338	23.853
2012	ATG	DMA	850710	0.056	0.001
2012	ATG	DMA	850720	0.296	0.004
2012	ATG	PRK	850710	2.963	13.84
2012	ATG	MSR	850720	0.572	0.045
2012	ATG	NGA	850710	165.084	17.26
2012	ATG	NGA	850720	115.907	43.932
2012	ATG	USA	780200	52.615	50.468
2012	ATG	USA	850710	4.815	42.0
2012	ATG	USA	850720	2.307	2.715
2012	AZE	CHN	780191	399.842	192.0
2012	AZE	FRA	850710	0.064	0.002
2012	AZE	JPN	780191	743.96	377.7
2012	AZE	JPN	780199	140.4	168.0
2012	AZE	IND	780110	46.014	24.0
2012	AZE	IND	780199	853.977	1399.492
2012	AZE	ARE	780199	368.4	582.0
2012	AZE	TUR	780110	352.808	190.03
2012	AZE	TUR	780191	286.168	144.0
2012	AZE	TUR	780199	2247.604	2134.686
2012	AZE	UKR	780110	73.5	42.0
2012	AZE	UKR	780199	1451.94	717.456
2012	ARG	BEL	260700	25181.266	12519.988
2012	ARG	BOL	780191	60.696	25.0
2012	ARG	BOL	850710	17.95	1.968
2012	ARG	BOL	850720	53.79	3.516
2012	ARG	BRA	780110	38968.622	18163.365
2012	ARG	BRA	780191	1706.827	608.971
2012	ARG	BRA	780199	829.605	359.945
2012	ARG	BRA	850710	0.449	0.135
2012	ARG	BRA	850720	3293.134	662.873
2012	ARG	CAN	260700	12558.626	13.528
2012	ARG	CHL	850710	5.675	1.889
2012	ARG	CHL	850720	271.844	52.59
2012	ARG	CHL	854810	0.374	
2012	ARG	CHN	260700	78.776	141.967
2012	ARG	DOM	850720	25.625	5.435
2012	ARG	DEU	260700	32768.833	11565.3
2012	ARG	GTM	780199	1.929	0.036
2012	ARG	JPN	850710	0.925	0.042
2012	ARG	MEX	850720	1.2	0.105
2012	ARG	OMN	850720	0.302	0.034
2012	ARG	PAN	850720	0.095	0.009
2012	ARG	PRY	850710	797.316	227.427
2012	ARG	PRY	850720	35.767	4.871
2012	ARG	PER	850720	37.97	1.659
2012	ARG	IND	850720	0.311	0.001
2012	ARG	ESP	780110	0.097	0.001
2012	ARG	ESP	850720	43.185	0.54
2012	ARG	USA	850720	15.771	1.257
2012	ARG	URY	780110	301.248	132.164
2012	ARG	URY	780191	286.317	119.454
2012	ARG	URY	850710	1446.306	430.669
2012	ARG	URY	850720	36.054	4.887
2012	ARG	VEN	850720	65.175	8.843
2012	AUS	BGD	780110	728.001	596.649
2012	AUS	BGD	780191	2236.831	824.251
2012	AUS	BGD	780199	84.074	39.984
2012	AUS	BEL	260700	225338.035	64698.0
2012	AUS	BEL	780200	60.84	62.443
2012	AUS	BWA	850720	1.072	0.006
2012	AUS	BRA	850720	21.514	0.873
2012	AUS	SLB	850710	19.833	2.381
2012	AUS	SLB	850720	49.635	7.509
2012	AUS	BRN	850720	3.49	0.808
2012	AUS	BLR	850720	0.4	0.004
2012	AUS	CMR	850720	1.121	0.123
2012	AUS	CAN	260700	130644.792	23756.376
2012	AUS	CAN	850710	0.473	0.155
2012	AUS	CAN	850720	3.089	0.707
2012	AUS	LKA	780110	916.297	476.791
2012	AUS	LKA	850710	1.005	0.314
2012	AUS	CHL	850710	13.552	4.461
2012	AUS	CHL	850720	7.172	1.665
2012	AUS	CHN	260700	262458.783	160119.096
2012	AUS	CHN	780110	1582.48	891.325
2012	AUS	CHN	780191	660.524	333.598
2012	AUS	CHN	780199	0.868	0.51
2012	AUS	CHN	780200	93.075	31.86
2012	AUS	CHN	850710	9.224	0.1
2012	AUS	CHN	850720	18.809	0.178
2012	AUS	CCK	850710	16.294	2.56
2012	AUS	COG	850710	5.19	0.027
2012	AUS	CYP	850710	0.071	0.001
2012	AUS	ECU	850720	1.087	0.002
2012	AUS	FJI	780110	136.271	59.254
2012	AUS	FJI	850710	6.798	1.668
2012	AUS	FJI	850720	14.409	45.237
2012	AUS	FIN	850720	0.518	0.001
2012	AUS	FRA	850720	10.031	0.25
2012	AUS	PYF	850710	17.418	2.302
2012	AUS	PYF	850720	26.358	4.024
2012	AUS	DEU	260700	140607.274	48692.2
2012	AUS	DEU	780200	662.016	920.0
2012	AUS	DEU	850710	2.683	0.018
2012	AUS	DEU	850720	0.541	0.028
2012	AUS	GHA	850710	38.769	2.688
2012	AUS	GHA	850720	1.775	3.42
2012	AUS	KIR	850710	99.252	31.013
2012	AUS	KIR	850720	2.349	0.544
2012	AUS	GTM	850720	1.878	0.002
2012	AUS	GIN	850710	12.653	0.45
2012	AUS	GIN	850720	6.309	0.044
2012	AUS	HKG	780110	237.444	122.118
2012	AUS	HKG	780200	432.431	277.54
2012	AUS	HKG	850720	88.659	13.95
2012	AUS	IDN	260700	17.526	50.547
2012	AUS	IDN	780110	12519.564	6455.889
2012	AUS	IDN	780191	501.337	247.039
2012	AUS	IDN	780199	345.813	151.39
2012	AUS	IDN	850710	50.98	2.958
2012	AUS	IDN	850720	12.537	1.076
2012	AUS	IDN	854810	0.732	0.026
2012	AUS	ITA	850720	9.522	0.059
2012	AUS	CIV	850710	39.396	14.252
2012	AUS	CIV	850720	0.757	0.001
2012	AUS	JPN	260700	192131.315	59544.855
2012	AUS	JPN	780110	11996.991	5598.584
2012	AUS	JPN	850710	151.458	0.325
2012	AUS	JPN	850720	2.381	0.016
2012	AUS	KOR	260700	447695.784	118780.22
2012	AUS	KOR	780110	64838.002	33465.642
2012	AUS	KOR	780191	3355.918	1594.071
2012	AUS	KOR	780199	28737.857	12136.925
2012	AUS	KOR	780200	14167.095	6953.845
2012	AUS	KOR	850710	25.988	0.111
2012	AUS	KOR	850720	6.22	3.444
2012	AUS	KOR	854810	4.659	15.529
2012	AUS	LAO	850720	27.475	0.016
2012	AUS	MAC	850710	1.249	0.052
2012	AUS	MYS	780110	21050.125	21011.873
2012	AUS	MYS	780191	3923.395	1446.274
2012	AUS	MYS	780200	1066.063	507.679
2012	AUS	MYS	850710	44.941	8.387
2012	AUS	MYS	850720	0.604	0.106
2012	AUS	MLI	850710	5.27	0.01
2012	AUS	MLI	850720	0.998	0.01
2012	AUS	MLT	850710	0.014	0.002
2012	AUS	MRT	850720	16.536	0.909
2012	AUS	MEX	260700	0.15	0.01
2012	AUS	MEX	850720	0.969	0.222
2012	AUS	S19	260700	0.304	0.182
2012	AUS	S19	780110	19517.907	9435.428
2012	AUS	S19	850710	62.954	16.844
2012	AUS	OMN	850710	35.818	0.86
2012	AUS	NRU	850710	12.069	2.726
2012	AUS	NRU	850720	102.628	4.31
2012	AUS	NPL	780191	54.747	25.146
2012	AUS	NLD	850710	2.175	0.753
2012	AUS	NLD	850720	14.082	0.177
2012	AUS	NLD	854810	10.378	12.56
2012	AUS	NCL	850710	5.275	0.716
2012	AUS	NCL	850720	71.868	8.034
2012	AUS	VUT	850710	19.452	3.111
2012	AUS	VUT	850720	127.962	21.968
2012	AUS	NZL	780110	1385.193	686.586
2012	AUS	NZL	780191	97.436	49.402
2012	AUS	NZL	780199	47.207	0.549
2012	AUS	NZL	850710	129.497	40.697
2012	AUS	NZL	850720	1579.298	476.936
2012	AUS	NGA	850710	131.298	84.072
2012	AUS	NGA	850720	51.319	23.512
2012	AUS	PAK	780110	10320.114	4481.801
2012	AUS	PAK	780200	127.716	198.858
2012	AUS	PAK	850720	2.968	1.352
2012	AUS	PNG	260700	8.347	7.0
2012	AUS	PNG	780199	0.015	1.0
2012	AUS	PNG	850710	407.375	27.902
2012	AUS	PNG	850720	356.166	142.0
2012	AUS	PNG	854810	17.758	
2012	AUS	PER	850720	0.333	0.005
2012	AUS	PHL	780110	304.234	176.791
2012	AUS	PHL	780191	180.131	75.802
2012	AUS	PHL	780200	8389.874	9392.146
2012	AUS	PHL	850710	6.627	1.592
2012	AUS	PHL	850720	3.365	0.863
2012	AUS	POL	850710	0.154	0.008
2012	AUS	TLS	850710	39.666	2.725
2012	AUS	QAT	850720	21.079	4.656
2012	AUS	RUS	850720	0.712	0.008
2012	AUS	SAU	780110	1071.312	781.889
2012	AUS	SEN	850710	0.309	0.019
2012	AUS	SEN	850720	7.167	0.341
2012	AUS	SRB	850710	0.171	0.044
2012	AUS	SYC	260700	0.005	0.15
2012	AUS	SYC	850710	0.434	0.74
2012	AUS	IND	260700	63540.437	23113.8
2012	AUS	IND	780110	64839.408	31533.474
2012	AUS	IND	780191	1545.392	755.454
2012	AUS	IND	780199	20501.85	9186.694
2012	AUS	IND	780200	574.622	334.215
2012	AUS	IND	850720	33.871	7.84
2012	AUS	SGP	260700	20.6	17.56
2012	AUS	SGP	780110	2050.589	1023.399
2012	AUS	SGP	780200	5.301	6.948
2012	AUS	SGP	850710	5.631	1.498
2012	AUS	SGP	850720	45.324	8.806
2012	AUS	SGP	854810	21.613	24.009
2012	AUS	SVK	850710	0.041	0.002
2012	AUS	VNM	780110	58965.464	28310.01
2012	AUS	VNM	780199	51903.633	
2012	AUS	VNM	850710	4.533	
2012	AUS	SVN	850720	73.338	21.158
2012	AUS	ZAF	780110	20570.204	11438.739
2012	AUS	ZAF	780199	1767.708	705.019
2012	AUS	ZAF	850710	17.683	5.821
2012	AUS	ZAF	850720	7.042	1.68
2012	AUS	SDN	850710	0.224	1.0
2012	AUS	SWE	850710	38.983	11.378
2012	AUS	CHE	780199	0.461	0.002
2012	AUS	CHE	850710	0.14	0.001
2012	AUS	CHE	850720	0.762	0.002
2012	AUS	THA	780110	26376.047	13119.407
2012	AUS	THA	780200	151.057	49.444
2012	AUS	THA	850710	5.843	1.919
2012	AUS	THA	850720	6.444	1.374
2012	AUS	TON	850710	0.034	0.011
2012	AUS	TON	850720	13.23	2.073
2012	AUS	ARE	780110	59.369	35.868
2012	AUS	ARE	850710	897.312	171.302
2012	AUS	ARE	850720	2.457	0.23
2012	AUS	TUN	850720	0.535	0.002
2012	AUS	EGY	850710	0.055	0.017
2012	AUS	GBR	780199	459615.853	166340.136
2012	AUS	USA	780110	48751.851	24265.993
2012	AUS	USA	850720	78.815	4.464
2012	AUS	BFA	850710	1.351	0.05
2012	AUS	WSM	850710	7.355	0.581
2012	AUS	WSM	850720	0.881	0.439
2012	AUS	ZMB	850710	0.064	0.021
2012	AUS	ZMB	850720	2.464	0.588
2012	AUT	AFG	850710	40.855	3.941
2012	AUT	ALB	850710	295.209	99.929
2012	AUT	ALB	850720	85.955	1.013
2012	AUT	DZA	850710	71.621	31.909
2012	AUT	DZA	850720	220.607	65.364
2012	AUT	AND	850710	0.303	0.012
2012	AUT	AND	850720	0.193	0.016
2012	AUT	AZE	850710	87.513	24.428
2012	AUT	AZE	850720	6.192	0.527
2012	AUT	ARG	850710	3427.292	1033.515
2012	AUT	ARG	850720	0.457	0.016
2012	AUT	AUS	850710	39.819	3.045
2012	AUT	AUS	850720	24.84	3.938
2012	AUT	BHR	850720	0.116	0.005
2012	AUT	ARM	850710	0.706	0.054
2012	AUT	BEL	780191	263.573	82.857
2012	AUT	BEL	780199	457.662	273.776
2012	AUT	BEL	780200	18.082	10.253
2012	AUT	BEL	850710	3264.759	1046.792
2012	AUT	BEL	850720	24.65	1.406
2012	AUT	BTN	850710	0.222	0.007
2012	AUT	BOL	850710	0.626	0.05
2012	AUT	BOL	850720	0.598	0.043
2012	AUT	BIH	850710	320.102	103.157
2012	AUT	BIH	850720	38.2	7.986
2012	AUT	BRA	780110	15.508	0.309
2012	AUT	BRA	780199	13.562	0.309
2012	AUT	BRA	850710	94.14	14.925
2012	AUT	BRA	850720	20.745	1.277
2012	AUT	BGR	850710	865.895	326.797
2012	AUT	BGR	850720	117.909	28.981
2012	AUT	BLR	850710	242.087	86.161
2012	AUT	BLR	850720	49.444	8.19
2012	AUT	CMR	850710	59.343	11.763
2012	AUT	CAN	780199	0.069	0.03
2012	AUT	CAN	850710	2.595	0.649
2012	AUT	CAN	850720	123.267	28.441
2012	AUT	LKA	850720	11.015	0.06
2012	AUT	CHL	850710	4.085	1.339
2012	AUT	CHL	850720	1.772	0.386
2012	AUT	CHN	780200	0.199	0.011
2012	AUT	CHN	850710	360.672	18.283
2012	AUT	CHN	850720	86.101	14.358
2012	AUT	COL	850710	10.22	0.488
2012	AUT	COL	850720	13.529	0.831
2012	AUT	CRI	850710	0.19	0.002
2012	AUT	HRV	780199	0.175	0.031
2012	AUT	HRV	850710	1171.864	425.652
2012	AUT	HRV	850720	301.523	56.434
2012	AUT	CYP	850710	145.937	43.804
2012	AUT	CYP	850720	0.521	0.035
2012	AUT	CZE	780110	304.008	142.668
2012	AUT	CZE	780191	2225.249	1379.56
2012	AUT	CZE	780199	268.391	110.984
2012	AUT	CZE	780200	52.971	65.011
2012	AUT	CZE	850710	13274.994	5593.38
2012	AUT	CZE	850720	1303.439	279.099
2012	AUT	CZE	854810	1656.048	945.171
2012	AUT	DNK	780199	0.013	0.005
2012	AUT	DNK	850710	1528.298	492.696
2012	AUT	DNK	850720	189.466	19.768
2012	AUT	DNK	854810	3.382	1.169
2012	AUT	DOM	850710	0.541	0.061
2012	AUT	DOM	850720	9.303	2.129
2012	AUT	ECU	780199	0.015	0.007
2012	AUT	ECU	850710	1.855	0.014
2012	AUT	SLV	850710	0.998	0.027
2012	AUT	SLV	850720	3.274	0.244
2012	AUT	ETH	850710	1.976	0.008
2012	AUT	EST	850710	75.887	29.82
2012	AUT	EST	850720	134.407	18.358
2012	AUT	FIN	780199	0.01	0.004
2012	AUT	FIN	850710	794.819	230.12
2012	AUT	FIN	850720	9.926	0.648
2012	AUT	FRA	780191	0.698	0.292
2012	AUT	FRA	780199	0.103	0.002
2012	AUT	FRA	850710	24010.698	9092.506
2012	AUT	FRA	850720	1621.035	198.106
2012	AUT	FRA	854810	3.981	25.742
2012	AUT	PYF	850710	37.834	8.868
2012	AUT	PYF	850720	5.961	1.146
2012	AUT	ATF	850710	5.092	0.063
2012	AUT	GAB	850710	88.352	5.64
2012	AUT	GAB	850720	1.259	0.095
2012	AUT	GEO	850710	38.218	0.69
2012	AUT	GEO	850720	58.714	9.431
2012	AUT	DEU	260700	8.719	0.692
2012	AUT	DEU	780110	160.729	70.987
2012	AUT	DEU	780191	17.086	6.978
2012	AUT	DEU	780199	46.003	12.262
2012	AUT	DEU	780200	690.728	466.234
2012	AUT	DEU	850710	118780.778	37448.312
2012	AUT	DEU	850720	10721.456	1276.284
2012	AUT	DEU	854810	844.073	689.597
2012	AUT	GHA	850710	48.398	15.352
2012	AUT	GRC	850710	1285.573	333.632
2012	AUT	GRC	850720	171.631	47.949
2012	AUT	GRC	854810	60.575	3.838
2012	AUT	GRL	850720	43.484	7.535
2012	AUT	GTM	850710	0.417	0.024
2012	AUT	HND	850710	0.887	0.006
2012	AUT	HKG	850710	15.083	4.566
2012	AUT	HKG	850720	4.462	0.056
2012	AUT	HUN	780110	3835.147	1418.241
2012	AUT	HUN	780191	3443.158	1411.427
2012	AUT	HUN	780199	1012.235	323.955
2012	AUT	HUN	780200	36.797	23.623
2012	AUT	HUN	850710	587.144	179.81
2012	AUT	HUN	850720	156.953	14.386
2012	AUT	HUN	854810	0.124	0.004
2012	AUT	ISL	850710	307.312	89.155
2012	AUT	ISL	850720	0.75	0.072
2012	AUT	IDN	850710	1.807	0.013
2012	AUT	IDN	850720	16.811	0.329
2012	AUT	IRN	850720	2.53	0.026
2012	AUT	IRQ	850710	1.888	0.083
2012	AUT	IRL	850710	429.594	205.029
2012	AUT	IRL	850720	392.293	94.893
2012	AUT	ISR	850710	0.054	0.002
2012	AUT	ISR	850720	1.007	0.14
2012	AUT	ITA	780110	418.726	203.284
2012	AUT	ITA	780199	0.646	0.043
2012	AUT	ITA	850710	2999.325	703.19
2012	AUT	ITA	850720	286.044	38.366
2012	AUT	ITA	854810	375.383	124.638
2012	AUT	CIV	850710	14.89	5.503
2012	AUT	JPN	780199	0.005	0.002
2012	AUT	JPN	850710	6.507	0.565
2012	AUT	JPN	850720	13.155	0.58
2012	AUT	KAZ	850710	34.12	6.748
2012	AUT	KAZ	850720	34.9	3.1
2012	AUT	JOR	850710	86.104	38.315
2012	AUT	JOR	850720	0.951	0.003
2012	AUT	KOR	850710	166.576	8.267
2012	AUT	KOR	850720	10.592	0.644
2012	AUT	KWT	850710	38.791	12.473
2012	AUT	KWT	850720	4.425	0.091
2012	AUT	KGZ	850710	19.911	5.517
2012	AUT	LBN	850710	62.01	18.704
2012	AUT	LBN	850720	0.063	0.004
2012	AUT	LVA	850710	1.203	0.052
2012	AUT	LVA	850720	13.085	1.091
2012	AUT	LBR	850710	24.626	7.931
2012	AUT	LBY	850710	2.973	0.161
2012	AUT	LTU	850710	2392.657	905.234
2012	AUT	LTU	850720	15.414	1.951
2012	AUT	LUX	850710	2.832	0.075
2012	AUT	LUX	850720	9.773	2.01
2012	AUT	MAC	850710	0.743	0.022
2012	AUT	MAC	850720	2.312	0.12
2012	AUT	MDG	850710	0.09	0.001
2012	AUT	MYS	850710	5.668	0.689
2012	AUT	MYS	850720	1.486	0.038
2012	AUT	MLT	850710	5.126	0.333
2012	AUT	MLT	850720	6.567	1.958
2012	AUT	MRT	850710	72.368	25.797
2012	AUT	MUS	850710	4.097	0.951
2012	AUT	MEX	780199	0.008	0.003
2012	AUT	MEX	850710	73.798	13.689
2012	AUT	MEX	850720	17.265	2.232
2012	AUT	S19	850710	148.968	48.433
2012	AUT	S19	850720	124.265	14.406
2012	AUT	MDA	850710	330.464	103.796
2012	AUT	MDA	850720	11.657	2.856
2012	AUT	MNE	850710	635.209	213.813
2012	AUT	MNE	850720	1.413	0.165
2012	AUT	MAR	850710	336.592	124.853
2012	AUT	MAR	850720	0.574	0.13
2012	AUT	OMN	850710	18.206	1.482
2012	AUT	OMN	850720	0.555	0.022
2012	AUT	NLD	780200	184.192	127.326
2012	AUT	NLD	850710	2222.481	306.265
2012	AUT	NLD	850720	150.844	44.162
2012	AUT	NLD	854810	319.78	227.831
2012	AUT	NCL	850710	40.876	10.029
2012	AUT	NZL	850710	0.018	0.001
2012	AUT	NZL	850720	0.492	0.117
2012	AUT	NIC	850710	0.61	0.029
2012	AUT	NIC	850720	1.897	0.224
2012	AUT	NGA	850710	400.198	104.418
2012	AUT	NGA	850720	12.987	1.036
2012	AUT	NOR	850710	1336.329	419.889
2012	AUT	NOR	850720	4.58	0.958
2012	AUT	PAK	850710	2.431	0.11
2012	AUT	PRY	850710	47.219	15.908
2012	AUT	PRY	850720	0.573	0.009
2012	AUT	PER	850710	6.307	0.417
2012	AUT	PER	850720	4.603	0.33
2012	AUT	PHL	850720	0.372	0.004
2012	AUT	POL	780110	20.457	15.933
2012	AUT	POL	780200	8.705	16.04
2012	AUT	POL	850710	4442.982	1380.943
2012	AUT	POL	850720	687.912	136.424
2012	AUT	PRT	780199	0.026	0.011
2012	AUT	PRT	850710	741.153	271.349
2012	AUT	PRT	850720	3.765	0.033
2012	AUT	QAT	850710	92.54	26.167
2012	AUT	QAT	850720	80.563	7.17
2012	AUT	ROU	780110	0.103	0.035
2012	AUT	ROU	780199	0.512	0.05
2012	AUT	ROU	850710	1251.242	425.305
2012	AUT	ROU	850720	624.556	100.928
2012	AUT	ROU	854810	20.62	0.331
2012	AUT	RUS	850710	5226.169	1514.044
2012	AUT	RUS	850720	143.04	37.753
2012	AUT	RUS	854810	0.671	0.676
2012	AUT	SAU	850710	119.225	12.56
2012	AUT	SAU	850720	138.505	16.712
2012	AUT	SEN	850710	32.621	7.904
2012	AUT	SEN	850720	0.969	0.234
2012	AUT	SRB	780199	111.4	48.334
2012	AUT	SRB	850710	582.817	188.994
2012	AUT	SRB	850720	26.392	5.484
2012	AUT	IND	780199	160.125	41.679
2012	AUT	IND	780200	95.446	76.793
2012	AUT	IND	850710	1.774	0.231
2012	AUT	IND	850720	68.076	8.38
2012	AUT	SGP	850710	54.523	17.947
2012	AUT	SGP	850720	3.616	0.75
2012	AUT	SVK	780199	0.285	0.03
2012	AUT	SVK	850710	2169.675	895.345
2012	AUT	SVK	850720	406.837	73.712
2012	AUT	VNM	850720	1.043	
2012	AUT	SVN	780110	440.955	313.508
2012	AUT	SVN	780191	4432.492	2055.492
2012	AUT	SVN	780199	12994.443	5518.15
2012	AUT	SVN	780200	26.446	19.198
2012	AUT	SVN	850710	1550.939	441.767
2012	AUT	SVN	850720	1620.804	343.753
2012	AUT	SVN	854810	0.965	0.022
2012	AUT	ZAF	850710	128.029	37.113
2012	AUT	ZAF	850720	1.416	0.296
2012	AUT	ESP	780199	115.511	54.476
2012	AUT	ESP	850710	2096.924	700.675
2012	AUT	ESP	850720	2.323	1.011
2012	AUT	SWE	780199	0.062	0.026
2012	AUT	SWE	850710	2303.735	261.003
2012	AUT	SWE	850720	12.43	3.135
2012	AUT	CHE	780110	0.14	0.037
2012	AUT	CHE	780199	8.67	0.724
2012	AUT	CHE	780200	10.884	9.959
2012	AUT	CHE	850710	6278.39	2053.022
2012	AUT	CHE	850720	4641.858	961.823
2012	AUT	CHE	854810	0.204	0.206
2012	AUT	TJK	850720	0.422	0.016
2012	AUT	THA	850710	0.118	0.039
2012	AUT	THA	850720	1.713	0.392
2012	AUT	THA	854810	0.852	0.015
2012	AUT	TGO	850710	6.986	1.801
2012	AUT	TTO	850710	21.006	0.486
2012	AUT	ARE	850710	364.017	69.783
2012	AUT	ARE	850720	8.13	1.713
2012	AUT	TUN	850710	0.81	0.002
2012	AUT	TUN	850720	0.265	0.023
2012	AUT	TUR	850710	765.495	242.062
2012	AUT	TUR	850720	40.777	3.683
2012	AUT	TKM	850720	0.156	0.001
2012	AUT	UGA	850710	104.355	20.547
2012	AUT	UGA	850720	17.496	3.054
2012	AUT	UKR	850710	368.462	114.187
2012	AUT	UKR	850720	18.891	1.811
2012	AUT	UKR	854810	0.136	0.137
2012	AUT	MKD	780199	0.257	0.039
2012	AUT	MKD	850710	95.276	29.149
2012	AUT	MKD	850720	65.473	5.491
2012	AUT	EGY	850710	31.394	12.808
2012	AUT	EGY	850720	41.249	8.951
2012	AUT	GBR	260700	163.142	60.0
2012	AUT	GBR	780191	105.602	47.04
2012	AUT	GBR	780199	110.388	46.904
2012	AUT	GBR	850710	10828.684	4338.862
2012	AUT	GBR	850720	41.372	1.418
2012	AUT	GBR	854810	2.243	0.072
2012	AUT	USA	780199	0.279	0.119
2012	AUT	USA	850710	237.812	30.405
2012	AUT	USA	850720	163.822	46.985
2012	AUT	BFA	850710	1.147	0.118
2012	AUT	URY	850710	0.464	0.005
2012	AUT	URY	850720	0.901	0.01
2012	AUT	VEN	850710	6.579	0.216
2012	BHS	HTI	850720	0.25	0.055
2012	BHS	PRT	850710	0.129	0.25
2012	BHS	USA	780200	55.786	104.97
2012	BHS	USA	850710	143.011	52.474
2012	BHS	USA	850720	1.04	0.229
2012	BHS	USA	854810	86.472	97.769
2012	BHS	VEN	850720	579.872	35.198
2012	BHR	DZA	850710	1.104	0.2
2012	BHR	CHN	780200	47.872	60.0
2012	BHR	FRA	850720	0.961	0.001
2012	BHR	KWT	850710	0.824	0.02
2012	BHR	MLT	850710	0.029	0.008
2012	BHR	MUS	850720	2.835	0.569
2012	BHR	NLD	850720	0.276	0.008
2012	BHR	QAT	850710	119.457	42.872
2012	BHR	SAU	850710	63.824	20.151
2012	BHR	SAU	850720	393.507	48.545
2012	BHR	IND	780200	500.598	260.96
2012	BHR	SGP	850710	0.976	0.154
2012	BHR	ARE	780200	99.429	75.512
2012	BHR	ARE	850710	16.596	8.4
2012	BHR	ARE	850720	5.532	2.4
2012	BHR	TZA	850710	1.144	0.12
2012	BHR	USA	850720	3.9	0.049
2012	BGD	AFG	850710	253.464	96.972
2012	BGD	AGO	850710	22.923	24.381
2012	BGD	AUS	850710	63.939	24.462
2012	BGD	AUS	850720	59.141	33.262
2012	BGD	BOL	850710	53.244	20.37
2012	BGD	BDI	850710	90.173	32.557
2012	BGD	LKA	850710	1785.246	580.532
2012	BGD	CHL	850710	46.581	15.332
2012	BGD	CHN	850710	575.871	275.773
2012	BGD	BEN	850710	366.969	140.398
2012	BGD	FIN	854810	2.008	6.17
2012	BGD	GAB	850710	39.175	14.988
2012	BGD	GHA	850710	142.894	54.67
2012	BGD	HKG	850710	87.912	33.634
2012	BGD	IDN	780110	93.348	45.96
2012	BGD	IDN	780191	95.0	50.0
2012	BGD	IDN	780199	96.056	45.96
2012	BGD	IRN	850710	103.78	39.705
2012	BGD	CIV	850710	160.676	64.995
2012	BGD	JPN	850710	340.944	122.447
2012	BGD	JPN	854810	5.821	3.4
2012	BGD	JOR	850710	68.696	31.493
2012	BGD	KEN	850710	861.399	329.561
2012	BGD	KWT	850710	580.553	222.112
2012	BGD	LBN	850710	808.515	341.969
2012	BGD	MWI	850710	58.846	22.543
2012	BGD	MYS	850710	123.517	96.532
2012	BGD	MRT	850710	47.003	17.983
2012	BGD	MUS	850710	179.958	59.996
2012	BGD	S19	780110	71.626	40.0
2012	BGD	S19	780199	224.807	126.0
2012	BGD	S19	780200	146.189	8.2
2012	BGD	S19	850710	53.852	13.786
2012	BGD	MOZ	850710	204.714	78.321
2012	BGD	OMN	850710	42.542	21.503
2012	BGD	NPL	850710	887.32	258.405
2012	BGD	NPL	850720	3351.662	719.033
2012	BGD	NGA	780110	0.455	0.5
2012	BGD	PAK	850710	11.903	4.554
2012	BGD	PAK	850720	7.152	11.744
2012	BGD	PHL	850710	82.112	31.415
2012	BGD	QAT	850710	562.893	235.257
2012	BGD	SAU	850710	183.945	83.059
2012	BGD	SAU	850720	32.267	16.0
2012	BGD	SLE	850710	201.452	77.073
2012	BGD	IND	780110	48.051	2.406
2012	BGD	IND	780199	3532.18	1691.164
2012	BGD	IND	780200	1106.222	57.673
2012	BGD	IND	850710	1577.814	497.326
2012	BGD	IND	850720	18.687	6.121
2012	BGD	SGP	850710	3433.505	1207.446
2012	BGD	SGP	850720	0.95	0.227
2012	BGD	VNM	850710	93.518	35.779
2012	BGD	ZAF	850710	2.974	1.441
2012	BGD	ESP	850710	136.23	65.769
